,time,day,dustbin,percentage
2004,17.4,0.0,4.0,7.0
2005,17.4,0.0,5.0,32.703395890968274
2006,17.4,0.0,6.0,52.88699300008321
2007,17.4,0.0,7.0,35.65
2008,17.4,0.0,8.0,21.705018829338687
2009,17.4,0.0,9.0,70.02897605564885
2010,17.4,0.0,10.0,23.69
2011,17.4,0.0,11.0,53.581647117599985
2012,17.4,0.0,12.0,46.4892759408
2013,17.4,0.0,13.0,65.51268222124055
2014,17.4,0.0,14.0,51.54717282066375
2015,17.4,0.0,15.0,53.37062691175355
2016,17.4,0.0,16.0,69.69153118546501
2017,17.4,0.0,17.0,50.51344493454823
2018,17.4,0.0,18.0,9.936
2019,17.4,0.0,19.0,12.0338078976
2020,17.4,0.0,20.0,73.27424313758902
2021,17.4,0.0,21.0,7.897068009600002
2022,17.4,0.0,22.0,40.976126233328834
2023,17.4,0.0,23.0,25.970339999999997
2024,17.4,0.0,24.0,67.47293148748412
2025,17.45,0.0,0.0,19.08
2026,17.45,0.0,1.0,46.80454307435271
2027,17.45,0.0,2.0,70.89227769670954
2028,17.45,0.0,3.0,18.078400582161922
2029,17.45,0.0,4.0,7.98
2030,17.45,0.0,5.0,36.62780339788446
2031,17.45,0.0,6.0,55.00247272008654
2032,17.45,0.0,7.0,37.076
2033,17.45,0.0,8.0,23.875520712272557
2034,17.45,0.0,9.0,73.5304248584313
2035,17.45,0.0,10.0,26.059
2036,17.45,0.0,11.0,53.581647117599985
2037,17.45,0.0,12.0,49.743525256656
2038,17.45,0.0,13.0,65.51268222124055
2039,17.45,0.0,14.0,53.09358800528366
2040,17.45,0.0,15.0,54.97174571910615
2041,17.45,0.0,16.0,72.47919243288361
2042,17.45,0.0,17.0,51.5237138332392
2043,17.45,0.0,18.0,9.936
2044,17.45,0.0,19.0,13.23718868736
2045,17.45,0.0,20.0,80.60166745134792
2046,17.45,0.0,21.0,8.765745490656002
2047,17.45,0.0,22.0,43.434693807328564
2048,17.45,0.0,23.0,26.230043399999996
2049,17.45,0.0,24.0,74.22022463623253
2050,17.5,0.0,0.0,20.797199999999997
2051,17.5,0.0,1.0,51.48499738178798
2052,17.5,0.0,2.0,79.39935102031468
2053,17.5,0.0,3.0,20.428592657842973
2054,17.5,0.0,4.0,8.6982
2055,17.5,0.0,5.0,36.62780339788446
2056,17.5,0.0,6.0,55.00247272008654
2057,17.5,0.0,7.0,41.52512
2058,17.5,0.0,8.0,24.83054154076346
2059,17.5,0.0,9.0,76.47164185276856
2060,17.5,0.0,10.0,28.404310000000002
2061,17.5,0.0,11.0,55.18909653112799
2062,17.5,0.0,12.0,52.2307015194888
2063,17.5,0.0,13.0,71.40882362115221
2064,17.5,0.0,14.0,55.748267405547836
2065,17.5,0.0,15.0,61.56835520539889
2066,17.5,0.0,16.0,78.27752782751429
2067,17.5,0.0,17.0,59.25227090822508
2068,17.5,0.0,18.0,10.33344
2069,17.5,0.0,19.0,14.9580232167168
2070,17.5,0.0,20.0,41.0
2071,17.5,0.0,21.0,9.467005129908483
2072,17.5,0.0,22.0,45.60642849769499
2073,17.5,0.0,23.0,26.754644267999996
2074,17.5,0.0,24.0,81.64224709985578
2075,17.55,0.0,0.0,21.421115999999998
2076,17.55,0.0,1.0,58.17804704142041
2077,17.55,0.0,2.0,41.0
2078,17.55,0.0,3.0,21.654308217313552
2079,17.55,0.0,4.0,10.00293
2080,17.55,0.0,5.0,39.55802766971522
2081,17.55,0.0,6.0,62.152794173697785
2082,17.55,0.0,7.0,41.52512
2083,17.55,0.0,8.0,26.320374033209266
2084,17.55,0.0,9.0,6.0
2085,17.55,0.0,10.0,28.688353100000004
2086,17.55,0.0,11.0,61.81178811486335
2087,17.55,0.0,12.0,53.27531554987857
2088,17.55,0.0,13.0,72.12291185736373
2089,17.55,0.0,14.0,60.20812879799166
2090,17.55,0.0,15.0,68.34087427799277
2091,17.55,0.0,16.0,9.0
2092,17.55,0.0,17.0,59.84479361730733
2093,17.55,0.0,18.0,11.5734528
2094,17.55,0.0,19.0,14.9580232167168
2095,17.55,0.0,20.0,45.51
2096,17.55,0.0,21.0,9.467005129908483
2097,17.55,0.0,22.0,48.79887849253364
2098,17.55,0.0,23.0,30.767840908199997
2099,17.55,0.0,24.0,30.0
2100,18.0,0.0,0.0,24.20586108
2101,18.0,0.0,1.0,63.41407127514825
2102,18.0,0.0,2.0,41.82
2103,18.0,0.0,3.0,23.386652874698637
2104,18.0,0.0,4.0,11.003222999999998
2105,18.0,0.0,5.0,44.700571266778205
2106,18.0,0.0,6.0,71.47571329975246
2107,18.0,0.0,7.0,43.1861248
2108,18.0,0.0,8.0,30.268430138190656
2109,18.0,0.0,9.0,6.48
2110,18.0,0.0,10.0,28.975236631000005
2111,18.0,0.0,11.0,67.37484904520105
2112,18.0,0.0,12.0,54.87357501637493
2113,18.0,0.0,13.0,77.89274480595283
2114,18.0,0.0,14.0,67.43310425375066
2115,18.0,0.0,15.0,72.44132673467233
2116,18.0,0.0,16.0,9.09
2117,18.0,0.0,17.0,66.42772091521114
2118,18.0,0.0,18.0,12.036390912
2119,18.0,0.0,19.0,15.107603448883967
2120,18.0,0.0,20.0,50.516099999999994
2121,18.0,0.0,21.0,10.697715796796585
2122,18.0,0.0,22.0,51.726811202085656
2123,18.0,0.0,23.0,33.536946589938
2124,18.0,0.0,24.0,32.4
2125,18.05,0.0,0.0,27.1105644096
2126,18.05,0.0,1.0,65.95063412615418
2127,18.05,0.0,2.0,44.7474
2128,18.05,0.0,3.0,26.193051219662472
2129,18.05,0.0,4.0,11.223287459999998
2130,18.05,0.0,5.0,48.723622680788246
2131,18.05,0.0,6.0,80.76755602872028
2132,18.05,0.0,7.0,47.50473728
2133,18.05,0.0,8.0,32.08453594648209
2134,18.05,0.0,9.0,6.8688
2135,18.05,0.0,10.0,32.16251266041
2136,18.05,0.0,11.0,70.06984300700908
2137,18.05,0.0,12.0,60.36093251801242
2138,18.05,0.0,13.0,23.0
2139,18.05,0.0,14.0,74.17641467912573
2140,18.05,0.0,15.0,81.85869921017974
2141,18.05,0.0,16.0,10.3626
2142,18.05,0.0,17.0,71.74193858842803
2143,18.05,0.0,18.0,12.27711873024
2144,18.05,0.0,19.0,15.258679483372807
2145,18.05,0.0,20.0,56.07287099999999
2146,18.05,0.0,21.0,11.446555902572346
2147,18.05,0.0,22.0,58.45129665835679
2148,18.05,0.0,23.0,35.549163385334275
2149,18.05,0.0,24.0,34.992
2150,18.1,0.0,0.0,30.634937782848
2151,18.1,0.0,1.0,69.90767217372344
2152,18.1,0.0,2.0,46.98477
2153,18.1,0.0,3.0,27.240773268448972
2154,18.1,0.0,4.0,11.672218958399998
2155,18.1,0.0,5.0,55.5449298560986
2156,18.1,0.0,6.0,16.0
2157,18.1,0.0,7.0,49.879974144
2158,18.1,0.0,8.0,35.292989541130304
2159,18.1,0.0,9.0,7.486992000000001
2160,18.1,0.0,10.0,32.16251266041
2161,18.1,0.0,11.0,75.67543044756981
2162,18.1,0.0,12.0,63.37897914391304
2163,18.1,0.0,13.0,23.23
2164,18.1,0.0,14.0,75.65994297270824
2165,18.1,0.0,15.0,8.0
2166,18.1,0.0,16.0,10.466226
2167,18.1,0.0,17.0,79.63355183315511
2168,18.1,0.0,18.0,12.27711873024
2169,18.1,0.0,19.0,16.326787047208903
2170,18.1,0.0,20.0,62.80161551999999
2171,18.1,0.0,21.0,11.675487020623793
2172,18.1,0.0,22.0,60.20483555810749
2173,18.1,0.0,23.0,37.68211318845433
2174,18.1,0.0,24.0,37.79136
2175,18.15,0.0,0.0,31.55398591633344
2176,18.15,0.0,1.0,70.60674889546067
2177,18.15,0.0,2.0,50.273703899999994
2178,18.15,0.0,3.0,28.33040419918693
2179,18.15,0.0,4.0,13.306329612575999
2180,18.15,0.0,5.0,55.5449298560986
2181,18.15,0.0,6.0,16.8
2182,18.15,0.0,7.0,55.86557104128
2183,18.15,0.0,8.0,35.645919436541604
2184,18.15,0.0,9.0,8.460300960000001
2185,18.15,0.0,10.0,33.1273880402223
2186,18.15,0.0,11.0,19.0
2187,18.15,0.0,12.0,64.6465587267913
2188,18.15,0.0,13.0,24.8561
2189,18.15,0.0,14.0,19.0
2190,18.15,0.0,15.0,8.16
2191,18.15,0.0,16.0,11.40818634
2192,18.15,0.0,17.0,23.0
2193,18.15,0.0,18.0,13.504830603264
2194,18.15,0.0,19.0,18.28600149287397
2195,18.15,0.0,20.0,66.56971245119999
2196,18.15,0.0,21.0,13.310055203511125
2197,18.15,0.0,22.0,66.22531911391823
2198,18.15,0.0,23.0,38.81257658410796
2199,18.15,0.0,24.0,38.547187199999996
2200,18.2,0.0,0.0,33.76276493047678
2201,18.2,0.0,1.0,80.49169374082516
2202,18.2,0.0,2.0,55.301074289999995
2203,18.2,0.0,3.0,29.746924409146278
2204,18.2,0.0,4.0,13.306329612575999
2205,18.2,0.0,5.0,58.87762564746451
2206,18.2,0.0,6.0,17.976
2207,18.2,0.0,7.0,59.2175053037568
2208,18.2,0.0,8.0,38.497592991464934
2209,18.2,0.0,9.0,9.390934065600002
2210,18.2,0.0,10.0,38.09649624625565
2211,18.2,0.0,11.0,21.47
2212,18.2,0.0,12.0,72.40414577400625
2213,18.2,0.0,13.0,27.590271
2214,18.2,0.0,14.0,19.0
2215,18.2,0.0,15.0,9.1392
2216,18.2,0.0,16.0,11.6363500668
2217,18.2,0.0,17.0,23.23
2218,18.2,0.0,18.0,15.39550688772096
2219,18.2,0.0,19.0,18.46886150780271
2220,18.2,0.0,20.0,67.90110670022399
2221,18.2,0.0,21.0,14.241759067756902
2222,18.2,0.0,22.0,73.51010421644924
2223,18.2,0.0,23.0,42.30570847667767
2224,18.2,0.0,24.0,40.089074688
2225,18.25,0.0,0.0,36.126158475610154
2226,18.25,0.0,1.0,18.0
2227,18.25,0.0,2.0,63.0432246906
2228,18.25,0.0,3.0,33.01908609415237
2229,18.25,0.0,4.0,14.237772685456319
2230,18.25,0.0,5.0,64.17661195573632
2231,18.25,0.0,6.0,19.95336
2232,18.25,0.0,7.0,61.586205515907075
2233,18.25,0.0,8.0,43.88725601027002
2234,18.25,0.0,9.0,10.330027472160001
2235,18.25,0.0,10.0,40.76325098349354
2236,18.25,0.0,11.0,21.47
2237,18.25,0.0,12.0,72.40414577400625
2238,18.25,0.0,13.0,29.79749268
2239,18.25,0.0,14.0,19.95
2240,18.25,0.0,15.0,9.230592000000001
2241,18.25,0.0,16.0,12.21816757014
2242,18.25,0.0,17.0,23.4623
2243,18.25,0.0,18.0,15.85737209435259
2244,18.25,0.0,19.0,20.50043627366101
2245,18.25,0.0,20.0,72.65418416923967
2246,18.25,0.0,21.0,16.23560533724287
2247,18.25,0.0,22.0,73.51010421644924
2248,18.25,0.0,23.0,42.30570847667767
2249,18.25,0.0,24.0,41.69263767552
2250,18.3,0.0,0.0,39.73877432317117
2251,18.3,0.0,1.0,18.72
2252,18.3,0.0,2.0,71.869276147284
2253,18.3,0.0,3.0,37.311567286392176
2254,18.3,0.0,4.0,15.092039046583698
2255,18.3,0.0,5.0,65.46014419485104
2256,18.3,0.0,6.0,20.951028
2257,18.3,0.0,7.0,66.51310195717964
2258,18.3,0.0,8.0,45.64274625068082
2259,18.3,0.0,9.0,11.466330494097601
2260,18.3,0.0,10.0,46.0624736113477
2261,18.3,0.0,11.0,24.0464
2262,18.3,0.0,12.0,77.4724359781867
2263,18.3,0.0,13.0,30.393442533600002
2264,18.3,0.0,14.0,20.5485
2265,18.3,0.0,15.0,9.59981568
2266,18.3,0.0,16.0,12.21816757014
2267,18.3,0.0,17.0,23.4623
2268,18.3,0.0,18.0,17.125961861900798
2269,18.3,0.0,19.0,22.75548426376372
2270,18.3,0.0,20.0,79.19306074447124
2271,18.3,0.0,21.0,16.397961390615297
2272,18.3,0.0,22.0,74.24520525861372
2273,18.3,0.0,23.0,43.15182264621123
2274,18.3,0.0,24.0,42.526490429030396
2275,18.35,0.0,0.0,40.13616206640288
2276,18.35,0.0,1.0,20.0304
2277,18.35,0.0,2.0,76.90012547759387
2278,18.35,0.0,3.0,42.53518670648708
2279,18.35,0.0,4.0,15.092039046583698
2280,18.35,0.0,5.0,70.04235428849061
2281,18.35,0.0,6.0,23.25564108
2282,18.35,0.0,7.0,71.83415011375402
2283,18.35,0.0,8.0,51.57630326326933
2284,18.35,0.0,9.0,12.154310323743458
2285,18.35,0.0,10.0,49.28684676414204
2286,18.35,0.0,11.0,25.729647999999997
2287,18.35,0.0,12.0,11.0
2288,18.35,0.0,13.0,31.91311466028
2289,18.35,0.0,14.0,23.219805
2290,18.35,0.0,15.0,10.8477917184
2291,18.35,0.0,16.0,13.3178026514526
2292,18.35,0.0,17.0,23.931545999999997
2293,18.35,0.0,18.0,19.52359652256691
2294,18.35,0.0,19.0,26.168806903328278
2295,18.35,0.0,20.0,37.0
2296,18.35,0.0,21.0,18.037757529676828
2297,18.35,0.0,22.0,74.98765731119985
2298,18.35,0.0,23.0,45.309413778521794
2299,18.35,0.0,24.0,43.377020237611006
2300,18.4,0.0,0.0,42.544331790387055
2301,18.4,0.0,1.0,20.831616
2302,18.4,0.0,2.0,5.0
2303,18.4,0.0,3.0,46.78870537713579
2304,18.4,0.0,4.0,15.544800217981209
2305,18.4,0.0,5.0,70.04235428849061
2306,18.4,0.0,6.0,23.9533103124
2307,18.4,0.0,7.0,76.8625406217168
2308,18.4,0.0,8.0,52.09206629590202
2309,18.4,0.0,9.0,13.977456872304977
2310,18.4,0.0,10.0,49.77971523178346
2311,18.4,0.0,11.0,26.24424096
2312,18.4,0.0,12.0,11.77
2313,18.4,0.0,13.0,33.508770393294
2314,18.4,0.0,14.0,24.6129933
2315,18.4,0.0,15.0,10.956269635584
2316,18.4,0.0,16.0,14.649582916597861
2317,18.4,0.0,17.0,27.042646979999997
2318,18.4,0.0,18.0,20.109304418243916
2319,18.4,0.0,19.0,29.570751800760956
2320,18.4,0.0,20.0,37.0
2321,18.4,0.0,21.0,20.743421159128353
2322,18.4,0.0,22.0,78.73704017675985
2323,18.4,0.0,23.0,46.21560205409223
2324,18.4,0.0,24.0,46.413411654243774
2325,18.45,0.0,0.0,47.22420828732963
2326,18.45,0.0,1.0,20.831616
2327,18.45,0.0,2.0,5.15
2328,18.45,0.0,3.0,53.3391241299348
2329,18.45,0.0,4.0,17.87652025067839
2330,18.45,0.0,5.0,76.34616617445477
2331,18.45,0.0,6.0,24.671909621772
2332,18.45,0.0,7.0,23.0
2333,18.45,0.0,8.0,52.09206629590202
2334,18.45,0.0,9.0,16.074075403150722
2335,18.45,0.0,10.0,57.24667251655098
2336,18.45,0.0,11.0,27.2940105984
2337,18.45,0.0,12.0,12.123099999999999
2338,18.45,0.0,13.0,33.508770393294
2339,18.45,0.0,14.0,27.07429263
2340,18.45,0.0,15.0,11.28495772465152
2341,18.45,0.0,16.0,16.84702035408754
2342,18.45,0.0,17.0,27.042646979999997
2343,18.45,0.0,18.0,22.924607036798065
2344,18.45,0.0,19.0,29.866459318768566
2345,18.45,0.0,20.0,42.18
2346,18.45,0.0,21.0,23.232631698223756
2347,18.45,0.0,22.0,14.0
2348,18.45,0.0,23.0,51.761474300583295
2349,18.45,0.0,24.0,51.51888693621059
2350,18.5,0.0,0.0,51.002144950316
2351,18.5,0.0,1.0,21.45656448
2352,18.5,0.0,2.0,5.9225
2353,18.5,0.0,3.0,60.273210266826325
2354,18.5,0.0,4.0,18.591581060705526
2355,18.5,0.0,5.0,34.0
2356,18.5,0.0,6.0,28.3726960650378
2357,18.5,0.0,7.0,25.759999999999998
2358,18.5,0.0,8.0,53.654828284779086
2359,18.5,0.0,9.0,17.842223697497303
2360,18.5,0.0,10.0,62.39887304304057
2361,18.5,0.0,11.0,29.750471552256002
2362,18.5,0.0,12.0,13.214179
2363,18.5,0.0,13.0,36.8596474326234
2364,18.5,0.0,14.0,30.323207745599998
2365,18.5,0.0,15.0,12.413453497116672
2366,18.5,0.0,16.0,19.03713300011892
2367,18.5,0.0,17.0,27.313073449799997
2368,18.5,0.0,18.0,25.44631381084585
2369,18.5,0.0,19.0,29.866459318768566
2370,18.5,0.0,20.0,46.397999999999996
2371,18.5,0.0,21.0,24.85891591709942
2372,18.5,0.0,22.0,15.68
2373,18.5,0.0,23.0,57.97285121665329
2374,18.5,0.0,24.0,53.06445354429691
2375,18.55,0.0,0.0,56.1023594453476
2376,18.55,0.0,1.0,22.529392704
2377,18.55,0.0,2.0,6.751650000000001
2378,18.55,0.0,3.0,66.90326339617722
2379,18.55,0.0,4.0,19.89299173495491
2380,18.55,0.0,5.0,37.06
2381,18.55,0.0,6.0,30.9262387108912
2382,18.55,0.0,7.0,27.5632
2383,18.55,0.0,8.0,57.947214547561416
2384,18.55,0.0,9.0,18.020645934472277
2385,18.55,0.0,10.0,68.01477161691422
2386,18.55,0.0,11.0,30.345480983301123
2387,18.55,0.0,12.0,13.74274616
2388,18.55,0.0,13.0,41.28280512453821
2389,18.55,0.0,14.0,30.626439823055996
2390,18.55,0.0,15.0,13.034126171972506
2391,18.55,0.0,16.0,19.798618320123676
2392,18.55,0.0,17.0,31.136903732771998
2393,18.55,0.0,18.0,27.990945191930436
2394,18.55,0.0,19.0,30.46378850514394
2395,18.55,0.0,20.0,48.71789999999999
2396,18.55,0.0,21.0,27.593396667980358
2397,18.55,0.0,22.0,18.032
2398,18.55,0.0,23.0,65.50932187481821
2399,18.55,0.0,24.0,53.59509807973988
2400,19.0,0.0,0.0,63.95668976769627
2401,19.0,0.0,1.0,23.43056841216
2402,19.0,0.0,2.0,7.0217160000000005
2403,19.0,0.0,3.0,70.91745919994786
2404,19.0,0.0,4.0,21.484431073751303
2405,19.0,0.0,5.0,37.8012
2406,19.0,0.0,6.0,32.16328825932685
2407,19.0,0.0,7.0,30.043888
2408,19.0,0.0,8.0,66.05982458422001
2409,19.0,0.0,9.0,19.46229760923006
2410,19.0,0.0,10.0,74.81624877860564
2411,19.0,0.0,11.0,32.77311946196521
2412,19.0,0.0,12.0,15.117020775999999
2413,19.0,0.0,13.0,42.10846122702897
2414,19.0,0.0,14.0,31.851497415978237
2415,19.0,0.0,15.0,13.034126171972506
2416,19.0,0.0,16.0,20.78854923612986
2417,19.0,0.0,17.0,34.87333218070464
2418,19.0,0.0,18.0,29.670401903446262
2419,19.0,0.0,19.0,33.814805240709774
2420,19.0,0.0,20.0,53.10251099999999
2421,19.0,0.0,21.0,31.456472201497608
2422,19.0,0.0,22.0,19.11392
2423,19.0,0.0,23.0,71.40516084355185
2424,19.0,0.0,24.0,58.41865690691647
2425,19.05,0.0,0.0,68.433658051435
2426,19.05,0.0,1.0,25.305013885132798
2427,19.05,0.0,2.0,7.0217160000000005
2428,19.05,0.0,3.0,73.0449829759463
2429,19.05,0.0,4.0,22.773496938176383
2430,19.05,0.0,5.0,38.557224000000005
2431,19.05,0.0,6.0,34.736351320073
2432,19.05,0.0,7.0,30.94520464
2433,19.05,0.0,8.0,75.96879827185302
2434,19.05,0.0,9.0,22.38164225061457
2435,19.05,0.0,10.0,74.81624877860564
2436,19.05,0.0,11.0,33.42858185120451
2437,19.05,0.0,12.0,16.32638243808
2438,19.05,0.0,13.0,45.47713812519129
2439,19.05,0.0,14.0,36.62922202837497
2440,19.05,0.0,15.0,14.989245097768382
2441,19.05,0.0,16.0,22.24374768265895
2442,19.05,0.0,17.0,34.87333218070464
2443,19.05,0.0,18.0,33.82425816992874
2444,19.05,0.0,19.0,37.196285764780754
2445,19.05,0.0,20.0,59.47481231999999
2446,19.05,0.0,21.0,33.65842525560244
2447,19.05,0.0,22.0,19.8784768
2448,19.05,0.0,23.0,72.11921245198738
2449,19.05,0.0,24.0,67.18145544295393
2450,19.1,0.0,0.0,75.96136043709285
2451,19.1,0.0,1.0,25.305013885132798
2452,19.1,0.0,2.0,7.5834532800000005
2453,19.1,0.0,3.0,81.0799311033004
2454,19.1,0.0,4.0,23.68443681570344
2455,19.1,0.0,5.0,43.56966312000001
2456,19.1,0.0,6.0,38.90471347848176
2457,19.1,0.0,7.0,31.2546566864
2458,19.1,0.0,8.0,29.0
2459,19.1,0.0,9.0,23.276907940639152
2460,19.1,0.0,10.0,80.05338619310804
2461,19.1,0.0,11.0,34.0971534882286
2462,19.1,0.0,12.0,17.6324930331264
2463,19.1,0.0,13.0,46.386680887695114
2464,19.1,0.0,14.0,41.391020892063715
2465,19.1,0.0,15.0,16.787954509500587
2466,19.1,0.0,16.0,24.245684974098253
2467,19.1,0.0,17.0,35.22206550251168
2468,19.1,0.0,18.0,33.82425816992874
2469,19.1,0.0,19.0,40.915914341258826
2470,19.1,0.0,20.0,61.85380481279999
2471,19.1,0.0,21.0,35.67793077093859
2472,19.1,0.0,22.0,21.071185408
2473,19.1,0.0,23.0,72.84040457650725
2474,19.1,0.0,24.0,74.57141554167886
2475,19.15,0.0,0.0,10.0
2476,19.15,0.0,1.0,28.59466569020006
2477,19.15,0.0,2.0,8.5693022064
2478,19.15,0.0,3.0,9.0
2479,19.15,0.0,4.0,23.921281183860472
2480,19.15,0.0,5.0,43.56966312000001
2481,19.15,0.0,6.0,43.96232623068439
2482,19.15,0.0,7.0,31.567203253264
2483,19.15,0.0,8.0,33.06
2484,19.15,0.0,9.0,26.302905972922243
2485,19.15,0.0,10.0,5.0
2486,19.15,0.0,11.0,39.211726511462885
2487,19.15,0.0,12.0,19.74839219710157
2488,19.15,0.0,13.0,51.02534897646463
2489,19.15,0.0,14.0,47.18576381695264
2490,19.15,0.0,15.0,17.45947268988061
2491,19.15,0.0,16.0,25.215512373062182
2492,19.15,0.0,17.0,38.74427205276285
2493,19.15,0.0,18.0,37.20668398692161
2494,19.15,0.0,19.0,46.644142349035064
2495,19.15,0.0,20.0,67.420647245952
2496,19.15,0.0,21.0,39.24572384803245
2497,19.15,0.0,22.0,21.28189726208
2498,19.15,0.0,23.0,77.93923289686276
2499,19.15,0.0,24.0,84.26569956209711
2500,19.2,0.0,0.0,11.5
2501,19.2,0.0,1.0,32.026025573024064
2502,19.2,0.0,2.0,8.654995228464
2503,19.2,0.0,3.0,9.81
2504,19.2,0.0,4.0,26.79183492592373
2505,19.2,0.0,5.0,44.00535975120001
2506,19.2,0.0,6.0,48.79818211605967
2507,19.2,0.0,7.0,31.88287528579664
2508,19.2,0.0,8.0,38.019000000000005
2509,19.2,0.0,9.0,28.670167510485246
2510,19.2,0.0,10.0,5.1
2511,19.2,0.0,11.0,42.348664632379915
2512,19.2,0.0,12.0,21.52574749484071
2513,19.2,0.0,13.0,57.148390853640386
2514,19.2,0.0,14.0,51.9043401986479
2515,19.2,0.0,15.0,18.157851597475833
2516,19.2,0.0,16.0,26.980598239176537
2517,19.2,0.0,17.0,41.06892837592862
2518,19.2,0.0,18.0,37.20668398692161
2519,19.2,0.0,19.0,48.509908042996464
2520,19.2,0.0,20.0,75.51112491546624
2521,19.2,0.0,21.0,45.13258242523732
2522,19.2,0.0,22.0,23.622905960908803
2523,19.2,0.0,23.0,23.0
2524,19.2,0.0,24.0,41.0
2525,19.25,0.0,0.0,12.879999999999999
2526,19.25,0.0,1.0,35.54888838605671
2527,19.25,0.0,2.0,9.693594655879679
2528,19.25,0.0,3.0,9.81
2529,19.25,0.0,4.0,29.738936767775343
2530,19.25,0.0,5.0,45.76557414124801
2531,19.25,0.0,6.0,53.19001850650504
2532,19.25,0.0,7.0,35.70882032009224
2533,19.25,0.0,8.0,40.300140000000006
2534,19.25,0.0,9.0,30.963780911324065
2535,19.25,0.0,10.0,5.864999999999999
2536,19.25,0.0,11.0,47.430504388265504
2537,19.25,0.0,12.0,23.678322244324782
2538,19.25,0.0,13.0,65.14916557315004
2539,19.25,0.0,14.0,58.65190442447213
2540,19.25,0.0,15.0,18.884165661374865
2541,19.25,0.0,16.0,30.218270027877722
2542,19.25,0.0,17.0,43.943753362243626
2543,19.25,0.0,18.0,40.55528554574455
2544,19.25,0.0,19.0,51.905601606006215
2545,19.25,0.0,20.0,26.0
2546,19.25,0.0,21.0,49.19451484350868
2547,19.25,0.0,22.0,27.166341855045122
2548,19.25,0.0,23.0,25.07
2549,19.25,0.0,24.0,42.23
2550,19.3,0.0,0.0,14.4256
2551,19.3,0.0,1.0,39.10377722466238
2552,19.3,0.0,2.0,11.050697907702833
2553,19.3,0.0,3.0,11.1834
2554,19.3,0.0,4.0,30.928494238486355
2555,19.3,0.0,5.0,50.34213155537281
2556,19.3,0.0,6.0,54.253818876635144
2557,19.3,0.0,7.0,36.780084929695
2558,19.3,0.0,8.0,43.92715260000001
2559,19.3,0.0,9.0,34.06015900245647
2560,19.3,0.0,10.0,6.744749999999999
2561,19.3,0.0,11.0,54.54508004650533
2562,19.3,0.0,12.0,26.046154468757262
2563,19.3,0.0,13.0,69.05811550753904
2564,19.3,0.0,14.0,59.82494251296157
2565,19.3,0.0,15.0,21.15026554073985
2566,19.3,0.0,16.0,32.93791433038672
2567,19.3,0.0,17.0,50.53531636658017
2568,19.3,0.0,18.0,41.36639125665945
2569,19.3,0.0,19.0,58.13427379872696
2570,19.3,0.0,20.0,27.04
2571,19.3,0.0,21.0,51.654240585684114
2572,19.3,0.0,22.0,27.981332110696474
2573,19.3,0.0,23.0,27.576999999999998
2574,19.3,0.0,24.0,48.142199999999995
2575,19.35,0.0,0.0,16.300928
2576,19.35,0.0,1.0,43.01415494712862
2577,19.35,0.0,2.0,12.376781656627173
2578,19.35,0.0,3.0,11.1834
2579,19.35,0.0,4.0,34.94919848948958
2580,19.35,0.0,5.0,55.87976602646382
2581,19.35,0.0,6.0,59.679200764298656
2582,19.35,0.0,7.0,41.1936951212584
2583,19.35,0.0,8.0,47.880596334
2584,19.35,0.0,9.0,34.400760592481035
2585,19.35,0.0,10.0,7.756462499999999
2586,19.35,0.0,11.0,54.54508004650533
2587,19.35,0.0,12.0,28.91123146032056
2588,19.35,0.0,13.0,69.74869666261444
2589,19.35,0.0,14.0,64.6109379139985
2590,19.35,0.0,15.0,23.89980006103603
2591,19.35,0.0,16.0,37.21984319333699
2592,19.35,0.0,17.0,53.56743534857498
2593,19.35,0.0,18.0,46.33035820745858
2594,19.35,0.0,19.0,65.69172939256146
2595,19.35,0.0,20.0,29.2032
2596,19.35,0.0,21.0,56.30312223839569
2597,19.35,0.0,22.0,29.380398716231298
2598,19.35,0.0,23.0,28.680079999999997
2599,19.35,0.0,24.0,48.623622
2600,19.4,0.0,0.0,17.768011519999998
2601,19.4,0.0,1.0,45.164862694485045
2602,19.4,0.0,2.0,13.119388556024804
2603,19.4,0.0,3.0,12.30174
2604,19.4,0.0,4.0,38.79361032333344
2605,19.4,0.0,5.0,55.87976602646382
2606,19.4,0.0,6.0,63.25995281015658
2607,19.4,0.0,7.0,42.42950597489615
2608,19.4,0.0,8.0,52.189850004060006
2609,19.4,0.0,9.0,37.15282143987952
2610,19.4,0.0,10.0,8.764802624999998
2611,19.4,0.0,11.0,57.817784849295656
2612,19.4,0.0,12.0,32.669691550162234
2613,19.4,0.0,13.0,71.14367059586672
2614,19.4,0.0,14.0,65.90315667227847
2615,19.4,0.0,15.0,26.528778067749993
2616,19.4,0.0,16.0,42.0584228084708
2617,19.4,0.0,17.0,57.31715582297523
2618,19.4,0.0,18.0,52.81660835650278
2619,19.4,0.0,19.0,70.29015045004076
2620,19.4,0.0,20.0,29.2032
2621,19.4,0.0,21.0,57.99221590554756
2622,19.4,0.0,22.0,29.968006690555924
2623,19.4,0.0,23.0,28.680079999999997
2624,19.4,0.0,24.0,51.541039319999996
2625,19.45,0.0,0.0,20.255533132799997
2626,19.45,0.0,1.0,46.519808575319594
2627,19.45,0.0,2.0,13.644164098265795
2628,19.45,0.0,3.0,12.30174
2629,19.45,0.0,4.0,43.06090745890012
2630,19.45,0.0,5.0,59.23255198805165
